domain,phylum,order,class,family,genus,reads,sample
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Burkholderiaceae,Lautropia,13,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Acidovorax,158,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Variovorax,93,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Comamonas,72,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Rhodoferax,64,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Hydrogenophaga,64,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Ottowia,31,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Ramlibacter,29,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Delftia,35,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Polaromonas,19,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Verminephrobacter,17,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Curvibacter,15,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Melaminivora,17,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Serpentinomonas,11,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Comamonadaceae,Candidatus Symbiobacter,10,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Alcaligenaceae,Bordetella,240,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Alcaligenaceae,Achromobacter,236,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Alcaligenaceae,Alcaligenes,31,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Alcaligenaceae,Castellaniella,28,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Alcaligenaceae,Pigmentiphaga,37,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Alcaligenaceae,Advenella,15,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Alcaligenaceae,Pusillimonas,13,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Alcaligenaceae,Taylorella,12,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Oxalobacteraceae,Massilia,157,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Oxalobacteraceae,Janthinobacterium,78,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Oxalobacteraceae,Herbaspirillum,68,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Oxalobacteraceae,Collimonas,53,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Oxalobacteraceae,Undibacterium,17,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,,Methylibium,31,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,,Rhizobacter,29,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,,Mitsuaria,28,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,,Thiomonas,19,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,,Rubrivivax,19,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,,Sphaerotilus,15,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Sutterellaceae,Sutterella,50,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Neisseriaceae,Neisseria,179,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Neisseriaceae,Vitreoscilla,19,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Neisseriaceae,Eikenella,12,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Neisseriaceae,Snodgrassella,12,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Chromobacteriaceae,Chromobacterium,117,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Chromobacteriaceae,Microvirgula,23,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Chromobacteriaceae,Aquitalea,22,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Chromobacteriaceae,Laribacter,24,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Chromobacteriaceae,Jeongeupia,14,22001612560936
Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria,Chromobacteriaceae,Vogesella,13,22001612560936
Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria,Zoogloeaceae,Azoarcus,89,22001612560936
Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria,Zoogloeaceae,Thauera,73,22001612560936
Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria,Rhodocyclaceae,Azospira,24,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Nitrosomonadaceae,Nitrosomonas,48,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Nitrosomonadaceae,Nitrosospira,13,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Gallionellaceae,Sulfuricella,17,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Gallionellaceae,Sideroxydans,13,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Gallionellaceae,Ferriphaselus,12,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Gallionellaceae,Gallionella,10,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Methylophilaceae,Candidatus Methylopumilus,15,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Methylophilaceae,Methylovorus,13,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Sterolibacteriaceae,Denitratisoma,15,22001612560936
Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria,Thiobacillaceae,Sulfuritortus,14,22001612560936
Bacteria,Proteobacteria,,Betaproteobacteria,,Candidatus Accumulibacter,30,22001612560936
Bacteria,Proteobacteria,Desulfovibrionales,Deltaproteobacteria,Desulfovibrionaceae,Desulfovibrio,902,22001612560936
Bacteria,Proteobacteria,Desulfovibrionales,Deltaproteobacteria,Desulfovibrionaceae,Pseudodesulfovibrio,109,22001612560936
Bacteria,Proteobacteria,Desulfovibrionales,Deltaproteobacteria,Desulfovibrionaceae,Lawsonia,28,22001612560936
Bacteria,Proteobacteria,Desulfovibrionales,Deltaproteobacteria,Desulfovibrionaceae,Desulfocurvibacter,21,22001612560936
Bacteria,Proteobacteria,Desulfovibrionales,Deltaproteobacteria,Desulfomicrobiaceae,Desulfomicrobium,64,22001612560936
Bacteria,Proteobacteria,Desulfovibrionales,Deltaproteobacteria,Desulfohalobiaceae,Desulfohalobium,16,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Myxococcaceae,Myxococcus,83,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Myxococcaceae,Corallococcus,52,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Archangiaceae,Archangium,34,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Archangiaceae,Melittangium,23,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Archangiaceae,Stigmatella,21,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Anaeromyxobacteraceae,Anaeromyxobacter,48,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Vulgatibacteraceae,Vulgatibacter,17,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Polyangiaceae,Sorangium,86,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Polyangiaceae,Pajaroellobacter,10,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Sandaracinaceae,Sandaracinus,16,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,,Minicystis,14,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Labilitrichaceae,Labilithrix,10,22001612560936
Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria,Kofleriaceae,Haliangium,22,22001612560936
Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria,Geobacteraceae,Geobacter,225,22001612560936
Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria,Geobacteraceae,Geoalkalibacter,26,22001612560936
Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria,Desulfuromonadaceae,Pelobacter,100,22001612560936
Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria,Desulfuromonadaceae,Desulfuromonas,27,22001612560936
Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria,Desulfobacteraceae,Desulfobacter,37,22001612560936
Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria,Desulfobacteraceae,Desulfococcus,37,22001612560936
Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria,Desulfobacteraceae,Desulfatibacillum,17,22001612560936
Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria,Desulfobacteraceae,Desulfobacterium,15,22001612560936
Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria,Desulfobacteraceae,Desulfobacula,14,22001612560936
Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria,Desulfobulbaceae,Desulfobulbus,26,22001612560936
Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria,Desulfobulbaceae,Desulfurivibrio,23,22001612560936
Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria,Desulfobulbaceae,Desulfotalea,15,22001612560936
Bacteria,Proteobacteria,Syntrophobacterales,Deltaproteobacteria,Syntrophaceae,Syntrophus,12,22001612560936
Bacteria,Proteobacteria,Syntrophobacterales,Deltaproteobacteria,Syntrophaceae,Desulfomonile,12,22001612560936
Bacteria,Proteobacteria,Syntrophobacterales,Deltaproteobacteria,Syntrophobacteraceae,Syntrophobacter,22,22001612560936
Bacteria,Proteobacteria,Bradymonadales,Deltaproteobacteria,Bradymonadaceae,Bradymonas,44,22001612560936
Bacteria,Proteobacteria,Desulfarculales,Deltaproteobacteria,Desulfarculaceae,Desulfarculus,15,22001612560936
Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria,Campylobacteraceae,Campylobacter,576,22001612560936
Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria,Campylobacteraceae,Arcobacter,116,22001612560936
Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria,Campylobacteraceae,Sulfurospirillum,36,22001612560936
Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria,Helicobacteraceae,Helicobacter,65,22001612560936
Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria,Helicobacteraceae,Sulfurimonas,29,22001612560936
Bacteria,Proteobacteria,Nautiliales,Epsilonproteobacteria,Nautiliaceae,Nautilia,15,22001612560936
Bacteria,Proteobacteria,Nautiliales,Epsilonproteobacteria,Nautiliaceae,Caminibacter,10,22001612560936
Bacteria,Proteobacteria,,Epsilonproteobacteria,,Nitratiruptor,12,22001612560936
Bacteria,Proteobacteria,Bdellovibrionales,Oligoflexia,Bdellovibrionaceae,Bdellovibrio,41,22001612560936
Bacteria,Proteobacteria,Bacteriovoracales,Oligoflexia,Halobacteriovoraceae,Halobacteriovorax,16,22001612560936
Bacteria,Proteobacteria,Acidithiobacillales,Acidithiobacillia,Acidithiobacillaceae,Acidithiobacillus,27,22001612560936
Bacteria,Proteobacteria,Mariprofundales,Zetaproteobacteria,Mariprofundaceae,Mariprofundus,25,22001612560936
Bacteria,Verrucomicrobia,Verrucomicrobiales,Verrucomicrobiae,Akkermansiaceae,Akkermansia,637,22001612560936
Bacteria,Verrucomicrobia,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiaceae,Verrucomicrobium,11,22001612560936
Bacteria,Verrucomicrobia,Opitutales,Opitutae,Opitutaceae,Opitutus,50,22001612560936
Bacteria,Verrucomicrobia,Opitutales,Opitutae,Opitutaceae,Nibricoccus,29,22001612560936
Bacteria,Verrucomicrobia,Opitutales,Opitutae,Opitutaceae,Lacunisphaera,41,22001612560936
Bacteria,Verrucomicrobia,Methylacidiphilales,Methylacidiphilae,Methylacidiphilaceae,Methylacidiphilum,10,22001612560936
Bacteria,Planctomycetes,Planctomycetales,Planctomycetia,Planctomycetaceae,Planctomyces,30,22001612560936
Bacteria,Planctomycetes,Planctomycetales,Planctomycetia,Planctomycetaceae,Gimesia,23,22001612560936
Bacteria,Planctomycetes,Planctomycetales,Planctomycetia,Planctomycetaceae,Roseimaritima,13,22001612560936
Bacteria,Planctomycetes,Planctomycetales,Planctomycetia,Planctomycetaceae,Fuerstia,11,22001612560936
Bacteria,Planctomycetes,Planctomycetales,Planctomycetia,Planctomycetaceae,Planctopirus,11,22001612560936
Bacteria,Planctomycetes,Planctomycetales,Planctomycetia,Gemmataceae,Gemmata,84,22001612560936
Bacteria,Planctomycetes,Planctomycetales,Planctomycetia,Isosphaeraceae,Aquisphaera,24,22001612560936
Bacteria,Planctomycetes,Planctomycetales,Planctomycetia,Isosphaeraceae,Paludisphaera,19,22001612560936
Bacteria,Planctomycetes,Planctomycetales,Planctomycetia,Isosphaeraceae,Singulisphaera,18,22001612560936
Bacteria,Planctomycetes,Sedimentisphaerales,Phycisphaerae,Sedimentisphaeraceae,Sedimentisphaera,31,22001612560936
Bacteria,Planctomycetes,Phycisphaerales,Phycisphaerae,Phycisphaeraceae,Phycisphaera,28,22001612560936
Bacteria,Planctomycetes,Candidatus Brocadiales,Candidatus Brocadiae,Candidatus Brocadiaceae,Candidatus Kuenenia,12,22001612560936
Bacteria,Chlamydiae,Chlamydiales,Chlamydiia,Chlamydiaceae,Chlamydia,36,22001612560936
Bacteria,Chlamydiae,Parachlamydiales,Chlamydiia,Parachlamydiaceae,Candidatus Protochlamydia,13,22001612560936
Bacteria,Chlamydiae,Parachlamydiales,Chlamydiia,Parachlamydiaceae,Neochlamydia,10,22001612560936
Bacteria,Kiritimatiellaeota,Kiritimatiellales,Kiritimatiellae,Kiritimatiellaceae,Kiritimatiella,32,22001612560936
Bacteria,Spirochaetes,Spirochaetales,Spirochaetia,Spirochaetaceae,Treponema,326,22001612560936
Bacteria,Spirochaetes,Spirochaetales,Spirochaetia,Spirochaetaceae,Sphaerochaeta,63,22001612560936
Bacteria,Spirochaetes,Spirochaetales,Spirochaetia,Spirochaetaceae,Spirochaeta,34,22001612560936
Bacteria,Spirochaetes,Spirochaetales,Spirochaetia,Spirochaetaceae,Oceanispirochaeta,25,22001612560936
Bacteria,Spirochaetes,Spirochaetales,Spirochaetia,Spirochaetaceae,Sediminispirochaeta,22,22001612560936
Bacteria,Spirochaetes,Spirochaetales,Spirochaetia,Borreliaceae,Borrelia,18,22001612560936
Bacteria,Spirochaetes,Brachyspirales,Spirochaetia,Brachyspiraceae,Brachyspira,67,22001612560936
Bacteria,Spirochaetes,Leptospirales,Spirochaetia,Leptospiraceae,Leptospira,66,22001612560936
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriia,Fusobacteriaceae,Fusobacterium,190,22001612560936
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriia,Fusobacteriaceae,Ilyobacter,25,22001612560936
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriia,Leptotrichiaceae,Leptotrichia,145,22001612560936
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriia,Leptotrichiaceae,Sebaldella,30,22001612560936
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriia,Leptotrichiaceae,Streptobacillus,20,22001612560936
Bacteria,Acidobacteria,Acidobacteriales,Acidobacteriia,Acidobacteriaceae,Terriglobus,75,22001612560936
Bacteria,Acidobacteria,Acidobacteriales,Acidobacteriia,Acidobacteriaceae,Granulicella,27,22001612560936
Bacteria,Acidobacteria,Acidobacteriales,Acidobacteriia,Acidobacteriaceae,Acidobacterium,19,22001612560936
Bacteria,Acidobacteria,Acidobacteriales,Acidobacteriia,Acidobacteriaceae,Candidatus Koribacter,16,22001612560936
Bacteria,Acidobacteria,Acidobacteriales,Acidobacteriia,Acidobacteriaceae,Acidisarcina,13,22001612560936
Bacteria,Acidobacteria,Bryobacterales,Acidobacteriia,Solibacteraceae,Candidatus Solibacter,16,22001612560936
Bacteria,Acidobacteria,,Vicinamibacteria,Vicinamibacteraceae,Luteitalea,18,22001612560936
Bacteria,Synergistetes,Synergistales,Synergistia,Synergistaceae,Cloacibacillus,62,22001612560936
Bacteria,Synergistetes,Synergistales,Synergistia,Synergistaceae,Jonquetella,31,22001612560936
Bacteria,Synergistetes,Synergistales,Synergistia,Synergistaceae,Thermovirga,16,22001612560936
Bacteria,Synergistetes,Synergistales,Synergistia,Synergistaceae,Aminomonas,14,22001612560936
Bacteria,Synergistetes,Synergistales,Synergistia,Synergistaceae,Acetomicrobium,12,22001612560936
Bacteria,Thermotogae,Thermotogales,Thermotogae,Thermotogaceae,Thermotoga,38,22001612560936
Bacteria,Thermotogae,Thermotogales,Thermotogae,Thermotogaceae,Pseudothermotoga,21,22001612560936
Bacteria,Thermotogae,Thermotogales,Thermotogae,Fervidobacteriaceae,Thermosipho,24,22001612560936
Bacteria,Thermotogae,Thermotogales,Thermotogae,Fervidobacteriaceae,Fervidobacterium,23,22001612560936
Bacteria,Thermotogae,Kosmotogales,Thermotogae,Kosmotogaceae,Mesotoga,16,22001612560936
Bacteria,Thermotogae,Petrotogales,Thermotogae,Petrotogaceae,Marinitoga,11,22001612560936
Bacteria,Nitrospirae,Nitrospirales,Nitrospira,Nitrospiraceae,Nitrospira,46,22001612560936
Bacteria,Nitrospirae,Nitrospirales,Nitrospira,Nitrospiraceae,Thermodesulfovibrio,12,22001612560936
Bacteria,Calditrichaeota,Calditrichales,Calditrichae,Calditrichaceae,Caldithrix,29,22001612560936
Bacteria,Aquificae,Desulfurobacteriales,Aquificae,Desulfurobacteriaceae,Desulfurobacterium,17,22001612560936
Bacteria,Aquificae,Aquificales,Aquificae,Hydrogenothermaceae,Sulfurihydrogenibium,11,22001612560936
Bacteria,Deferribacteres,Deferribacterales,Deferribacteres,Deferribacteraceae,Denitrovibrio,14,22001612560936
Bacteria,Deferribacteres,Deferribacterales,Deferribacteres,Deferribacteraceae,Geovibrio,13,22001612560936
Bacteria,,,,,Vampirococcus,17,22001612560936
Bacteria,Chrysiogenetes,Chrysiogenales,Chrysiogenetes,Chrysiogenaceae,Desulfurispirillum,11,22001612560936
Metazoa,Chordata,Primates,Mammalia,Hominidae,Homo,2171,22001612560936
Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia,Methanosarcinaceae,Methanosarcina,86,22001612560936
Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia,Methanosarcinaceae,Methanococcoides,25,22001612560936
Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia,Methanosarcinaceae,Methanohalophilus,15,22001612560936
Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia,Methanomicrobiaceae,Methanolacinia,15,22001612560936
Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia,Methanomicrobiaceae,Methanoculleus,11,22001612560936
Archaea,Euryarchaeota,Methanocellales,Methanomicrobia,Methanocellaceae,Methanocella,12,22001612560936
Archaea,Euryarchaeota,Haloferacales,Halobacteria,Haloferacaceae,Haloferax,22,22001612560936
Archaea,Euryarchaeota,Haloferacales,Halobacteria,Haloferacaceae,Halogeometricum,15,22001612560936
Archaea,Euryarchaeota,Haloferacales,Halobacteria,Haloferacaceae,Haloquadratum,13,22001612560936
Archaea,Euryarchaeota,Haloferacales,Halobacteria,Halorubraceae,Halorubrum,15,22001612560936
Archaea,Euryarchaeota,Halobacteriales,Halobacteria,Halobacteriaceae,Halobacterium,16,22001612560936
Archaea,Euryarchaeota,Halobacteriales,Halobacteria,Halobacteriaceae,Halostella,12,22001612560936
Archaea,Euryarchaeota,Natrialbales,Halobacteria,Natrialbaceae,Haloterrigena,13,22001612560936
Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria,Methanobacteriaceae,Methanobrevibacter,45,22001612560936
Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria,Methanobacteriaceae,Methanobacterium,19,22001612560936
Archaea,Euryarchaeota,Methanococcales,Methanococci,Methanococcaceae,Methanococcus,33,22001612560936
Archaea,Euryarchaeota,Methanococcales,Methanococci,Methanocaldococcaceae,Methanocaldococcus,13,22001612560936
Archaea,Euryarchaeota,Thermococcales,Thermococci,Thermococcaceae,Thermococcus,81,22001612560936
Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi,Archaeoglobaceae,Archaeoglobus,31,22001612560936
Archaea,Crenarchaeota,Sulfolobales,Thermoprotei,Sulfolobaceae,Acidianus,13,22001612560936
Bacteria,Firmicutes,Clostridiales,Clostridia,Ruminococcaceae,Faecalibacterium,330037,22001612560719
Bacteria,Firmicutes,Clostridiales,Clostridia,Ruminococcaceae,Ruminococcus,40136,22001612560719
Bacteria,Firmicutes,Clostridiales,Clostridia,Ruminococcaceae,Flavonifractor,2139,22001612560719
