# contig	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
k99_251420	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_251452	classified	based on 4/4 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_251698	classified	based on 18/18 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;0.71;0.71	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 0.71	Bacteroidales: 0.71	not classified	not classified	not classified
k99_251796	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_252126	classified	based on 1/1 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;84374	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_252207	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.94;0.94;0.94;0.94;0.94	Bacteria: 1.00	Bacteroidetes: 0.94	Bacteroidia: 0.94	Bacteroidales: 0.94	not classified	not classified	not classified
k99_252281	classified	based on 16/16 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_25235	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_252447	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_252727	classified	based on 4/5 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;1.00;1.00;0.64;0.64;0.64;0.64	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.64	Clostridiales: 0.64	Clostridiaceae: 0.64	Clostridium: 0.64	not classified
k99_252810	unclassified	hits not found in taxonomy files
k99_252868	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.89;0.89;0.89;0.89	Bacteria: 1.00	Firmicutes: 0.89	Clostridia: 0.89	Clostridiales: 0.89	not classified	not classified	not classified
k99_252913	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.91;0.91;0.91	Bacteria: 1.00	Bacteroidetes: 0.91	not classified	not classified	not classified	not classified	not classified
k99_252930	classified	based on 9/9 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_253332	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_253652	classified	based on 12/12 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_254033	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_2542	classified	based on 9/9 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.94;0.94	Bacteria: 1.00	Firmicutes: 0.94	not classified	not classified	not classified	not classified	not classified
k99_254460	classified	based on 5/5 ORFs	1;131567;2;1783272;201174;1760;85004	1.00;1.00;1.00;1.00;0.83;0.83;0.83	Bacteria: 1.00	Actinobacteria: 0.83	Actinobacteria: 0.83	Bifidobacteriales: 0.83	not classified	not classified	not classified
k99_254706	classified	based on 6/6 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Actinobacteria: 1.00	Coriobacteriia: 1.00	Coriobacteriales: 1.00	Coriobacteriaceae: 1.00	Collinsella: 1.00	not classified
k99_254863	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	not classified	not classified
k99_254974	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.92;0.92	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 0.92	Parabacteroides: 0.92	not classified
k99_255374	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_255581	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.79;0.79;0.79;0.79;0.79;0.79;0.79	Bacteria: 0.79	Bacteroidetes: 0.79	Bacteroidia: 0.79	Bacteroidales: 0.79	not classified	not classified	not classified
k99_255664	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_255794	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96	Bacteria: 0.96	Bacteroidetes: 0.96	Bacteroidia: 0.96	Bacteroidales: 0.96	Prevotellaceae: 0.96	Prevotella: 0.96	not classified
k99_255823	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_255840	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_255907	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_256392	classified	based on 4/4 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	not classified	not classified	not classified	not classified	not classified
k99_256525	classified	based on 7/9 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_25667	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_256708	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_256804	classified	based on 17/17 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_257087	classified	based on 17/18 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_257176	classified	based on 8/8 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.91;0.91;0.91;0.91;0.91;0.91	Bacteria: 1.00	Verrucomicrobia: 0.91	Verrucomicrobiae: 0.91	Verrucomicrobiales: 0.91	Akkermansiaceae: 0.91	Akkermansia*: 0.91	not classified
k99_257304	classified	based on 25/25 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_257509	unclassified	hits not found in taxonomy files
k99_25767	classified	based on 11/11 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.93;0.93	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 0.93	not classified
k99_257731	classified	based on 3/3 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_257867	classified	based on 8/8 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_257878	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.85;0.85;0.85;0.85;0.85;0.85;0.85	Bacteria: 1.00	Bacteroidetes: 0.85	Bacteroidia: 0.85	Bacteroidales: 0.85	Rikenellaceae: 0.85	Alistipes: 0.85	not classified
k99_258465	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_25908	classified	based on 9/9 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_25929	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_259412	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 1.00	Parabacteroides: 1.00	not classified
k99_259458	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.97;0.97;0.97	Bacteria: 1.00	Firmicutes: 0.97	Clostridia: 0.97	Clostridiales: 0.97	not classified	not classified	not classified
k99_259585	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.78;0.78;0.78;0.78;0.78	Bacteria: 1.00	Bacteroidetes: 0.78	Bacteroidia: 0.78	Bacteroidales: 0.78	not classified	not classified	not classified
k99_259600	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656;821	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.84;0.84;0.84	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 0.84	Phocaeicola vulgatus: 0.84
k99_259761	classified	based on 4/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_260053	classified	based on 13/13 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.99	Bacteria: 0.99	Bacteroidetes: 0.99	Bacteroidia: 0.99	Bacteroidales: 0.99	not classified	not classified	not classified
k99_260058	classified	based on 6/6 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_260224	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656;821	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 1.00	Phocaeicola vulgatus: 1.00
k99_260237	classified	based on 10/10 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.81;0.81	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 0.81	Parabacteroides: 0.81	not classified
k99_260315	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	not classified	not classified
k99_260555	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_260583	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_260608	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.87;0.87;0.87;0.87;0.87;0.87;0.87	Bacteria: 1.00	Bacteroidetes: 0.87	Bacteroidia: 0.87	Bacteroidales: 0.87	Bacteroidaceae: 0.87	Bacteroides: 0.87	not classified
k99_260747	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	not classified	not classified
k99_26079	classified	based on 1/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_260933	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_261048	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.94;0.94;0.94;0.94	Bacteria: 1.00	Firmicutes: 0.94	Clostridia: 0.94	Clostridiales: 0.94	not classified	not classified	not classified
k99_261137	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	not classified	not classified
k99_26117	classified	based on 28/28 ORFs	1;131567;2	1.00;0.92;0.92	Bacteria: 0.92	not classified	not classified	not classified	not classified	not classified	not classified
k99_261292	unclassified	hits not found in taxonomy files
k99_261359	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851;853	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Ruminococcaceae: 1.00	Faecalibacterium: 1.00	Faecalibacterium prausnitzii: 1.00
k99_261437	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_261649	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_261953	classified	based on 1/7 ORFs	1;131567;2;1783272;1239;186801;189325;2720801;2720819	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	NA	NA	Candidatus Avimonas: 1.00	Candidatus Avimonas merdigallinarum: 1.00
k99_261954	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_262183	classified	based on 6/6 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_262300	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_262610	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851;259314;1262897	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Ruminococcaceae: 1.00	Faecalibacterium: 1.00	Faecalibacterium sp. CAG:74: 1.00
k99_262643	classified	based on 13/13 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.95;0.95;0.69;0.69	Bacteria: 1.00	Firmicutes: 0.95	Clostridia: 0.69	Clostridiales: 0.69	not classified	not classified	not classified
k99_262688	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_262785	unclassified	hits not found in taxonomy files
k99_262825	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.73;0.73;0.73;0.73;0.73	Bacteria: 1.00	Bacteroidetes: 0.73	Bacteroidia: 0.73	Bacteroidales: 0.73	not classified	not classified	not classified
k99_262870	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 1.00	Parabacteroides: 1.00	not classified
k99_262916	classified	based on 4/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_262919	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;1.00;1.00;0.83;0.83;0.83	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.83	Clostridiales: 0.83	Lachnospiraceae: 0.83	not classified	not classified
k99_263064	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.88;0.88;0.88;0.88;0.88	Bacteria: 1.00	Bacteroidetes: 0.88	Bacteroidia: 0.88	Bacteroidales: 0.88	not classified	not classified	not classified
k99_263117	classified	based on 11/12 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97	Bacteria: 1.00	Bacteroidetes: 0.97	Bacteroidia: 0.97	Bacteroidales: 0.97	not classified	not classified	not classified
k99_263137	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;165179	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	Prevotella copri: 1.00
k99_26318	classified	based on 7/10 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759;28117	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.67	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	Alistipes putredinis: 0.67
k99_263462	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_26393	classified	based on 1/5 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Ruminococcaceae: 1.00	NA	Ruminococcaceae bacterium: 1.00
k99_264010	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_264065	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_264080	classified	based on 5/5 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_264156	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;1.00;1.00;0.91;0.91;0.91;0.91	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.91	Clostridiales: 0.91	Clostridiaceae: 0.91	Clostridium: 0.91	not classified
k99_264187	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.87;0.87;0.87;0.87;0.87;0.87;0.87	Bacteria: 1.00	Bacteroidetes: 0.87	Bacteroidia: 0.87	Bacteroidales: 0.87	Rikenellaceae: 0.87	Alistipes: 0.87	not classified
k99_264213	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
