# contig	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
k99_164983	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.81;0.81	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.81	Prevotella: 0.81	not classified
k99_165348	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_165789	unclassified	hits not found in taxonomy files
k99_165827	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_165982	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;0.73;0.73	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.73	Clostridiales: 0.73	not classified	not classified	not classified
k99_166220	classified	based on 10/10 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;0.98;0.98	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.98	Clostridiales: 0.98	not classified	not classified	not classified
k99_166369	classified	based on 7/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96;0.96;0.96	Bacteria: 1.00	Bacteroidetes: 0.96	Bacteroidia: 0.96	Bacteroidales: 0.96	Prevotellaceae: 0.96	Prevotella: 0.96	not classified
k99_166409	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.94;0.94;0.94;0.94;0.94	Bacteria: 1.00	Bacteroidetes: 0.94	Bacteroidia: 0.94	Bacteroidales: 0.94	not classified	not classified	not classified
k99_16644	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_166598	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;165179	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.96	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	Prevotella copri: 0.96
k99_166665	classified	based on 10/10 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_166714	classified	based on 3/3 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_166876	classified	based on 7/7 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.77;0.77;0.77;0.77;0.77;0.77	Bacteria: 1.00	Verrucomicrobia: 0.77	Verrucomicrobiae: 0.77	Verrucomicrobiales: 0.77	Akkermansiaceae: 0.77	Akkermansia*: 0.77	not classified
k99_166902	classified	based on 10/10 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_166950	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816;246787	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.95	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	Bacteroides cellulosilyticus: 0.95
k99_167106	unclassified	hits not found in taxonomy files
k99_167431	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.91;0.91;0.91;0.91;0.91	Bacteria: 1.00	Bacteroidetes: 0.91	Bacteroidia: 0.91	Bacteroidales: 0.91	not classified	not classified	not classified
k99_167459	unclassified	hits not found in taxonomy files
k99_167655	unclassified	hits not found in taxonomy files
k99_16771	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_167732	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.81;0.81;0.81;0.81;0.81;0.81;0.81	Bacteria: 1.00	Bacteroidetes: 0.81	Bacteroidia: 0.81	Bacteroidales: 0.81	Rikenellaceae: 0.81	Alistipes: 0.81	not classified
k99_16779	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_167808	classified	based on 9/9 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.68;0.68;0.68;0.68;0.68	Bacteria: 1.00	Bacteroidetes: 0.68	Bacteroidia: 0.68	Bacteroidales: 0.68	not classified	not classified	not classified
k99_167836	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_167848	classified	based on 6/6 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.89;0.89;0.89;0.89;0.89;0.89	Bacteria: 1.00	Verrucomicrobia: 0.89	Verrucomicrobiae: 0.89	Verrucomicrobiales: 0.89	Akkermansiaceae: 0.89	Akkermansia*: 0.89	not classified
k99_168005	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	not classified	not classified
k99_168123	classified	based on 2/6 ORFs	1;131567;2;1783272;1239;47928;1263026	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	NA	NA	NA	NA	Firmicutes bacterium CAG:475: 1.00
k99_16820	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_16827	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_168312	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_168326	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.89;0.89;0.89;0.89;0.89;0.60;0.60	Bacteria: 1.00	Bacteroidetes: 0.89	Bacteroidia: 0.89	Bacteroidales: 0.89	Rikenellaceae: 0.60	Alistipes: 0.60	not classified
k99_168358	classified	based on 4/4 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_168412	unclassified	hits not found in taxonomy files
k99_168638	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_169005	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.75;0.75;0.75;0.75;0.75	Bacteria: 1.00	Bacteroidetes: 0.75	Bacteroidia: 0.75	Bacteroidales: 0.75	not classified	not classified	not classified
k99_169066	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.96;0.96	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Ruminococcaceae: 0.96	Ruminococcus: 0.96	not classified
k99_169254	classified	based on 12/12 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_16935	classified	based on 6/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97;0.97;0.97	Bacteria: 1.00	Bacteroidetes: 0.97	Bacteroidia: 0.97	Bacteroidales: 0.97	Tannerellaceae: 0.97	Parabacteroides: 0.97	not classified
k99_169502	classified	based on 19/19 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.88;0.88;0.88;0.88;0.88	Bacteria: 1.00	Bacteroidetes: 0.88	Bacteroidia: 0.88	Bacteroidales: 0.88	not classified	not classified	not classified
k99_169732	classified	based on 4/4 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	not classified	not classified	not classified	not classified	not classified
k99_169974	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_17003	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_170580	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;2518605	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	Prevotella hominis: 1.00
k99_170845	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816;46506	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.76	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	Bacteroides stercoris: 0.76
k99_170905	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_171064	classified	based on 12/12 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.91;0.91;0.91;0.91;0.91;0.91	Bacteria: 1.00	Verrucomicrobia: 0.91	Verrucomicrobiae: 0.91	Verrucomicrobiales: 0.91	Akkermansiaceae: 0.91	Akkermansia*: 0.91	not classified
k99_171224	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.87;0.87;0.62;0.62	Bacteria: 1.00	Firmicutes: 0.87	Clostridia: 0.62	Clostridiales: 0.62	not classified	not classified	not classified
k99_171652	classified	based on 3/3 ORFs	1	1.00	not classified	not classified	not classified	not classified	not classified	not classified	not classified
k99_171746	unclassified	hits not found in taxonomy files
k99_171898	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_171911	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_172197	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_172292	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;84374;1262929	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.88;0.88	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	Prevotella sp. CAG:520: 0.88
k99_172319	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802;186803;572511	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Blautia: 1.00	not classified
k99_172350	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;1.00;1.00;0.68;0.68;0.68;0.68	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.68	Clostridiales: 0.68	Clostridiaceae: 0.68	Clostridium: 0.68	not classified
k99_172406	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.70	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.70	not classified	not classified
k99_172425	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.65;0.65;0.65;0.65;0.65	Bacteria: 1.00	Bacteroidetes: 0.65	Bacteroidia: 0.65	Bacteroidales: 0.65	not classified	not classified	not classified
k99_172682	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_172708	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_17293	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_172984	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_173039	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_173172	classified	based on 24/31 ORFs	1;131567;2	1.00;1.00;0.62	Bacteria: 0.62	not classified	not classified	not classified	not classified	not classified	not classified
k99_173191	classified	based on 4/4 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_173207	classified	based on 5/5 ORFs	1	1.00	not classified	not classified	not classified	not classified	not classified	not classified	not classified
k99_173216	classified	based on 1/4 ORFs	1;131567;2;1783272	1.00;1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_173327	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_173600	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_173657	classified	based on 12/12 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.91	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.91	not classified	not classified
k99_17382	classified	based on 10/10 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_173836	classified	based on 10/11 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_173886	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_174431	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816;820	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.91	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	Bacteroides uniformis: 0.91
k99_174452	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_174705	classified	based on 10/10 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	not classified	not classified	not classified	not classified	not classified
k99_1748	classified	based on 12/13 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934;239935	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.85	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia: 1.00	Akkermansia muciniphila: 0.85
k99_174812	classified	based on 3/3 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_175183	classified	based on 10/10 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_175194	classified	based on 4/5 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_175209	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_175333	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.76;0.76	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 0.76	Parabacteroides: 0.76	not classified
k99_175434	classified	based on 4/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.95;0.95;0.95;0.85;0.85	Bacteria: 1.00	Bacteroidetes: 0.95	Bacteroidia: 0.85	Bacteroidales: 0.85	not classified	not classified	not classified
k99_175435	classified	based on 1/8 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_17550	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_175570	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_175674	classified	based on 3/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_175775	classified	based on 9/10 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;1.00;1.00;1.00;0.79;0.79;0.79;0.79;0.79	Bacteria: 1.00	Actinobacteria: 0.79	Actinobacteria: 0.79	Bifidobacteriales: 0.79	Bifidobacteriaceae: 0.79	Bifidobacterium: 0.79	not classified
k99_175875	classified	based on 2/9 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1905344;1550024*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.91;0.91;0.91	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Ruminococcaceae: 0.91	Ruthenibacterium: 0.91	Ruthenibacterium lactatiformans*: 0.91
k99_175895	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_175912	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_176039	classified	based on 5/5 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_176063	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.69	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.69	not classified	not classified
k99_176093	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_176128	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_176199	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.86;0.86;0.86;0.86;0.86;0.86	Bacteria: 1.00	Firmicutes: 0.86	Clostridia: 0.86	Clostridiales: 0.86	Lachnospiraceae: 0.86	Roseburia: 0.86	not classified
k99_176269	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.69;0.69;0.69;0.69;0.69;0.69;0.69	Bacteria: 1.00	Bacteroidetes: 0.69	Bacteroidia: 0.69	Bacteroidales: 0.69	Bacteroidaceae: 0.69	Bacteroides: 0.69	not classified
k99_176483	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_176520	classified	based on 32/32 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_176552	classified	based on 10/10 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.98;0.98	Bacteria: 1.00	Bacteroidetes: 0.98	Bacteroidia: 0.98	Bacteroidales: 0.98	Bacteroidaceae: 0.98	Bacteroides: 0.98	not classified
